شماره ترمینال,SumOfتعداد برداشت وجه,SumOfمبلغ برداشت وجه,SumOfکارمزد برداشت وجه,SumOfتعداد مانده گیری,SumOfکارمزد مانده گیری,SumOfتعداد پرداخت قبض,SumOfمبلغ پرداخت قبض,SumOfکارمزد شتابی پرداخت قبض,SumOfتعداد خرید شارژ,SumOfمبلغ خرید شارژ,SumOfکارمزد شتابی خرید شارژ,SumOfتعداد انتقال وجه,SumOfمبلغ انتقال وجه,SumOfکارمزد شتابی انتقال وجه,SumOfتعداد سایر تراکنش ها,SumOfمبلغ سایر تراکنش ها,tedad_kol,Expr1
224502,2506,2310150000,9741425,1054,197000,208,503170000,118500,241,13650000,229500,1679,13202312806,4645500,2561,19059593340,8249,14931925
202247,413,412700000,561850,266,30500,43,11689000,19500,17,1590000,7500,245,1503389744,495000,416,2052053204,1400,1114350
223016,4832,5245350000,32535450,1881,637500,383,583662000,330000,491,28950000,595500,3333,25099634357,10122000,4249,32455599937,15169,44220450
224978,3611,3892600000,24210975,1331,441000,245,189247000,244500,305,16940000,360000,2407,19149881099,7235500,3221,24171154656,11120,32491975
224504,4932,4554800000,29083175,1936,630000,242,183020000,208500,449,23650000,550500,2884,21176325979,8553500,3983,27493719108,14426,39025675
224977,4178,4357350000,25882075,1773,536000,270,263810000,225000,415,21860000,472500,3028,27793982463,9125000,4219,39183662294,13883,36240575
216536,3716,4301350000,23552225,1488,371500,272,188972000,253500,236,12840000,255000,2635,21827747469,7804000,3710,28718772302,12057,32236225
219935,5666,5600600000,35344700,1842,618500,387,376343000,405000,588,31790000,703500,4053,33771362114,12127500,5181,44654061969,17717,49199200
208073,1745,1732450000,8587975,832,195000,135,152358000,102000,138,7540000,163500,1584,13068178682,4570500,2138,16210757316,6572,13618975
224505,7175,5184700000,32727975,1919,567000,227,151300000,205500,491,22800000,612000,3065,20705868640,9013500,4354,26376935535,17231,43125975
385585,362,436600000,2474350,184,55500,54,74945000,51000,36,1930000,37500,477,3496839448,1438500,650,4439669654,1763,4056850
224506,3504,3579100000,21121225,1164,322000,238,228756000,208500,260,15930000,273000,2043,15329239773,6061500,2850,19618068914,10059,27986225
224507,4119,3694050000,17831300,1999,419000,443,351272000,300000,370,17080000,343500,2935,25292958946,8374500,4608,38631235287,14474,27268300
311373,1896,1943950000,11519200,906,266000,308,268630000,226500,218,10280000,231000,1552,13157430282,4624000,2113,19369001216,6993,16866700
310203,1906,1881250000,11039800,804,234500,234,192097000,219000,174,8990000,205500,1407,10923022209,4195000,1920,13998479833,6445,15893800
208791,5385,4662250000,27054225,1782,477500,303,236125000,235500,404,19840000,465000,3243,29640714089,9586500,4518,38925438179,15635,37818725
224808,6486,6742900000,39587900,2500,705500,452,414438000,372000,379,19550000,430500,4387,38300227028,12734000,5972,51018163401,20176,53829900
224809,3101,3704440000,21400875,1259,378500,261,448303000,205500,165,8760000,151500,2494,19951630763,7505000,3171,25143557768,10451,29641375
208088,5469,5237600000,31625950,1897,534000,344,296161000,310500,320,19330000,364500,3178,23319509589,9562000,4251,30209181525,15459,42396950
224553,6401,4007850000,22246625,1737,439500,202,280529000,163500,421,19220000,439500,2291,17910095131,6662500,3447,23382688963,14499,29951625
224810,4555,3630550000,20447600,1480,412500,219,163539000,198000,316,16230000,363000,2270,17817494755,6667000,3327,24891828722,12167,28088100
223657,3445,2836000000,17423300,1950,602500,328,253550000,331500,253,13630000,276000,2855,23996700317,8384000,4165,32489068093,12996,27017300
223659,3325,3053580000,18887765,1827,552500,331,277406000,337500,237,12280000,247500,2781,23324937299,7980000,3924,29710898104,12425,28005265
203008,3313,2600150000,12700700,1382,328500,218,127805000,202500,268,12970000,292500,2053,18015441860,5825000,3068,22664482135,10302,19349200
208068,6077,4315950000,25601575,2076,531000,264,173813000,285000,675,32800000,874500,2640,19962779875,7795500,3956,26934275130,15688,35087575
224533,2247,2070400000,10647950,879,168500,156,101937000,153000,114,5920000,112500,1487,13024897230,4199500,2447,17622792228,7330,15281450
224811,2955,3384200000,18668125,1150,311500,153,223351000,82500,211,12830000,237000,2193,18487635677,6361000,3020,24941800319,9682,25660125
223322,1942,1613650000,7925825,960,192000,169,144616000,171000,193,8360000,198000,1191,8740447782,3469500,1895,11228505281,6350,11956325
223321,1127,1023370000,5522110,667,139500,181,106048000,172500,112,6090000,120000,870,6849003268,2620000,1295,11711674422,4252,8574110
224812,3392,3027350000,17132600,1173,292500,317,512957000,301500,267,13400000,291000,1787,13630380367,5284500,2659,19503261875,9595,23302100
303361,3084,2679120000,15652325,1153,299500,249,212076000,225000,208,8790000,187500,1765,13623121050,5158500,2393,17443351578,8852,21522825
224552,2641,2449600000,11819675,1244,241000,224,166960000,163500,202,9470000,207000,1657,14021260774,4904500,2669,18699056211,8637,17335675
207973,6565,4303750000,23346525,2097,499000,313,232132000,321000,535,20270000,633000,2320,15847370292,6713000,4048,23913807685,15878,31512525
216608,5570,5610800000,34387600,2030,637000,307,204140000,270000,328,16900000,390000,3219,24631071250,9910000,4341,30781520230,15795,45594600
223080,1651,1621950000,5575745,978,105500,134,112228000,103500,140,7830000,136500,1056,7913430378,2713500,1729,12067610267,5688,8634745
203006,1401,1320100000,5495250,829,125000,142,89626000,73500,127,7150000,109500,1170,10748372756,3319000,1935,13109305692,5604,9122250
224555,3786,3445600000,19711925,2224,592000,254,218285000,225000,235,13840000,198000,3599,32141694382,10645500,5105,39876903622,15203,31372425
224556,5572,5195800000,33270700,1834,558500,336,188618000,333000,370,17910000,435000,2940,22889173744,8787000,4142,29142709435,15194,43384200
224557,5686,4229100000,23475300,1785,470500,167,161396000,142500,464,19360000,538500,2415,17706403366,7114000,3614,25556844691,14131,31740800
221578,5951,5558150000,37887900,2573,909000,393,295055000,399000,667,35330000,831000,4013,28072700574,12001000,5445,36941303754,19042,52027900
224558,5523,5027000000,35154725,1855,695500,369,207566000,427500,400,20420000,474000,2852,19112260354,8629500,3896,26514206554,14895,45381225
224559,606,732600000,3040875,506,100500,107,338340000,61500,179,7440000,180000,783,9407778314,2244000,1187,11448801343,3368,5626875
224803,4193,2924700000,13393450,1467,288000,245,153788000,228000,452,22810000,477000,1560,15228168313,4504500,2864,20603203172,10781,18890950
224949,5228,5427850000,33544825,2187,659000,315,241962000,309000,352,18190000,349500,3495,27697561632,10178500,4895,35526992815,16472,45040825
224649,1927,2053820000,10003650,851,179500,125,99426000,91500,178,10730000,159000,1451,12738700849,4200500,2239,17420579820,6771,14634150
221593,3332,3377450000,19288200,1306,362000,223,242517000,222000,291,18060000,303000,2306,17883844084,6980500,3251,24962978393,10709,27155700
384613,3281,3196600000,17927350,1280,352500,196,319130000,187500,256,12530000,292500,2328,17203060886,6894000,3167,23514265169,10508,25653850
224650,3857,4139900000,24933050,1240,425500,351,403528000,304500,425,19970000,514500,2515,19972354903,7586500,3305,25132794698,11693,33764050
224813,5178,5284300000,33042900,2076,587500,373,326199000,373500,469,26010000,550500,3600,30673072357,10768500,5209,42142974447,16905,45322900
224814,6615,5795350000,35793925,2452,700000,352,337595000,307500,579,25660000,624000,3613,26075756947,10812500,5525,39316765749,19136,48237925
224799,6882,6864320000,45848235,2526,871500,383,368972000,393000,458,22850000,534000,4545,33721649996,13652000,5971,44391505758,20765,61298735
224798,7179,7049350000,47212825,2329,806500,359,349320000,366000,492,26660000,555000,4213,30201058794,12716500,5543,37893883624,20115,61656825
224804,2710,2285500000,13604675,911,219000,114,90753000,111000,268,12610000,327000,2411,24902705078,6996500,3352,31398255588,9766,21258175
216634,6643,5929400000,38367725,2313,796500,442,281082000,468000,689,27890000,790500,3776,25421130526,11151000,5140,32791478754,19003,51573725
225064,5671,4931050000,31408350,2063,728500,345,194131000,373500,724,30870000,825000,3140,20101749881,9427500,4433,28358780438,16376,42762850
206477,2415,1861950000,9217825,823,150000,167,160835000,178500,149,6150000,166500,1857,16841908104,5595000,3045,22245744005,8456,15307825
224805,3518,2894250000,16608575,1192,320000,164,138952000,126000,231,10860000,238500,2535,27543925515,7081000,3542,38146249637,11182,24374075
224806,3807,4021700000,20802050,1566,353000,382,677664000,246000,215,9650000,214500,2943,29128872528,8681000,4535,44029297627,13448,30296550
216651,6437,7221350000,47434675,2106,765500,372,307796000,352500,445,26630000,453000,3715,30724052726,11412000,4643,38822494166,17718,60417675
224774,8838,9372500000,63800150,2688,948000,431,422759000,442500,542,35580000,643500,5218,40838977669,15513000,6733,52718689844,24450,81347150
386449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224773,3625,2920200000,15017375,2043,470000,320,183833000,295500,561,24420000,582000,2750,19727063006,8236500,4548,29233954811,13847,24601375
226089,5280,3780550000,25700600,1302,373000,113,99603000,126000,294,15830000,366000,2778,31551157359,8049500,4400,49352269150,14167,34615100
224830,4986,4363200000,25453675,2024,503500,388,368108000,361500,387,18670000,430500,2914,24654996629,8652000,5142,34440252891,15841,35401175
207975,4524,4489100000,24739675,2408,581000,299,328095000,244500,381,21640000,393000,3433,29618915271,10182000,5409,38078710127,16454,36140175
299142,3905,3379030000,18103640,1849,388500,454,246557000,498000,305,13360000,291000,2770,24847569294,8255500,4774,34699253317,14057,27536640
225240,4608,2951050000,20836050,1439,495500,71,44864000,84000,366,14590000,456000,2734,23119444927,8152000,3802,32335314140,13020,30023550
225239,4375,2889800000,20321800,1365,470500,106,111711000,111000,321,12920000,406500,2548,21164634261,7492000,3592,34610058679,12307,28801800
224797,4559,4127500000,24618550,1761,532000,475,232044000,529500,410,20910000,480000,2259,15498420537,6752500,3308,23358699597,12772,32912550
224796,4201,3630300000,22052825,1582,431000,384,199017000,427500,463,24790000,552000,2134,15116567484,6449500,3255,21158836174,12019,29912825
224790,3908,3470850000,15896700,2180,374500,322,202451000,261000,309,15870000,304500,2942,26528790877,8493000,5075,34847498446,14736,25329700
386263,5402,4111300000,28424425,2093,781000,229,170169000,234000,671,29450000,861000,3131,18064086053,9457000,4260,23318627809,15786,39757425
225293,5098,3845550000,25928400,1727,662000,198,179637000,214500,557,24240000,681000,2702,15980238809,8217000,3550,20453009424,13832,35702900
263015,3687,4203900000,23947475,1781,478000,417,478821000,337500,396,24290000,427500,2817,21379880107,8209000,3929,26966750382,13027,33399475
224775,3736,4013650000,21713675,1936,544000,337,199653000,333000,269,16010000,288000,3153,24027363758,9240000,4596,33760520078,14027,32118675
224776,3064,3339400000,18409725,1581,446000,339,282995000,288000,258,15540000,271500,2679,18933663664,7949000,3787,25680248074,11708,27364225
224815,5957,5335250000,35510450,2239,695500,403,221395000,408000,556,27540000,670500,3590,26599368393,10675000,4991,36387309015,17736,47959450
224771,3865,3038100000,18054000,1305,369500,149,300852000,82500,242,10640000,265500,1504,12168039513,4432000,2303,17460488024,9368,23203500
215953,2849,2187600000,14409625,841,245000,173,73916000,163500,378,16630000,462000,878,5479730711,2552000,1251,7788414183,6370,17832125
226006,4732,4204500000,23530125,1980,372500,341,275501000,297000,247,11810000,256500,2673,24734775360,7668000,4788,33319548381,14761,32124125
225512,1194,973550000,4868800,605,124000,86,89188000,84000,85,4530000,81000,812,6371031071,2395000,1300,9902703506,4082,7552800
225104,5822,5983350000,36459475,2095,619500,373,315124000,346500,368,18520000,408000,4127,33246231217,12318500,5977,45011869108,18762,50151975
224786,2062,1949000000,8962825,821,193000,163,161994000,169500,149,7900000,172500,1542,12831170962,4548500,2142,19699916753,6879,14046325
225050,7866,8478750000,56860325,2806,965000,485,4171914000,534000,531,31880000,640500,5819,44225827180,17680000,7496,56278879298,25003,76679825
221633,2598,2110150000,11117575,1319,352000,184,109883000,169500,422,17090000,475500,2010,17811453927,5744000,3217,25910620661,9750,17858575
224364,3806,2903470000,17829600,1142,340500,198,176178000,184500,377,16680000,430500,2631,21896015399,7635500,3835,33435221593,11989,26420600
224785,5040,4320750000,23895200,1723,462000,292,762372000,241500,375,17900000,382500,2836,23460509458,8393000,4039,30145444702,14305,33374200
224795,6244,5476650000,36914650,2347,820500,503,285792000,502500,547,23970000,685500,3815,23129798083,11465500,5012,30668671136,18468,50388650
384321,6139,5621700000,37861975,2163,777000,391,198496000,471000,588,23790000,724500,3719,26583948830,11229500,4823,35033429037,17823,51063975
224082,4502,4702550000,28677725,1728,540000,302,230852000,268500,450,21150000,504000,3186,26133996068,9473500,4207,31258972519,14375,39463725
220911,5621,5570000000,34950725,1661,530000,298,290722000,303000,436,17670000,448500,3361,25264343298,9857500,4606,31684018933,15983,46089725
222966,7197,7856350000,50644700,2737,965000,559,573773000,538500,676,41200000,691500,5736,42074743187,17324500,7190,54015745230,24095,70164200
223081,4395,4404880000,26733350,1476,355000,425,426686000,444000,389,16900000,390000,2698,21946490810,7925000,4133,29167224698,13516,35847350
220607,3340,4186700000,24779200,1481,499500,314,396528000,252000,266,13450000,306000,2755,23864800759,8141000,3558,31197145650,11714,33977700
216538,4882,4400100000,29487350,1779,603000,355,246278000,381000,518,25860000,553500,2355,16258442095,7044500,3187,21632518186,13076,38069350
386194,4462,3932350000,26329600,1579,549500,315,250713000,346500,456,23190000,547500,2075,14537545177,6253500,2858,19216106196,11745,34026600
206476,4291,4403550000,25984925,1367,351000,220,149895000,183000,385,22000000,421500,2560,21281227090,7555000,3620,27221097512,12443,34495425
222068,4289,3939050000,23575175,1900,521500,301,169164000,337500,483,17880000,529500,2175,17435641448,6677500,3713,28218935307,12861,31641175
385454,4215,3829650000,24463850,1925,586500,356,192690000,375000,482,18340000,526500,2317,16807465470,7048000,3532,23468078590,12827,32999850
220931,4788,5359800000,28394675,2117,530500,389,588723000,316500,356,23100000,279000,4066,36848085208,11730000,5785,47091099141,17501,41250675
215631,5357,5958200000,36052750,2449,772500,531,284848000,499500,326,21440000,357000,3741,30394111356,11094500,4946,40541559358,17350,48776250
282746,3724,4143050000,23909820,1750,555500,495,550765000,456000,226,11620000,252000,2760,20064540262,8273500,3647,24265266398,12602,33446820
207992,4922,5140850000,30838000,1886,613500,282,316518000,268500,436,23610000,493500,3698,32880621900,11047500,4758,43685234092,15982,43261000
222129,8302,6802950000,44748250,2792,922000,425,233132000,468000,923,39530000,1134000,3852,27128529079,11198000,5769,43946292663,22063,58470250
220640,3569,2901400000,18022125,1353,386000,202,189606000,174000,412,15650000,511500,2340,20672651001,6840500,3419,27123295247,11295,25934125
207974,6493,5556250000,35561025,2532,777500,444,250465000,460500,821,36620000,1002000,3162,23087241233,9408500,4959,36936332302,18411,47209525
384322,8428,6868350000,47206450,2879,998500,406,233490000,484500,1026,34000000,1288500,3010,20541829853,9176500,4972,33394277314,20721,59154450
222158,6909,5563400000,37235525,3153,1069000,521,313515000,615000,1096,38280000,1344000,3216,21543785895,9873000,5163,35019397114,20058,50136525
216477,3879,4579250000,26313875,1914,537000,575,533449000,498000,297,16000000,321000,3074,25358345363,9136500,4167,32965109697,13906,36806375
216293,2639,2425730000,11269215,1128,258500,215,243174000,138000,213,11020000,241500,1994,16655767169,5457000,2782,21093516347,8971,17364215
222148,4992,3785950000,23479125,2298,614000,261,113612000,256500,602,24880000,633000,2561,18924199548,7798000,4213,27913810113,14927,32780625
384978,4808,3665900000,22661850,2031,600500,241,136410000,262500,516,19900000,580500,2340,18094627549,7034000,3708,24392355651,13644,31139350
384976,4858,5059100000,32707575,2154,716000,358,235780000,349500,594,28990000,699000,4078,33362927571,12379000,5653,42659082802,17695,46851075
222347,4928,4954750000,33328925,1902,665500,229,159119000,216000,455,22800000,529500,3608,27671423150,11016000,4892,37623027058,16014,45755925
220606,2886,3195150000,18167900,1483,473500,371,539823000,262500,403,21570000,451500,2556,22223636709,7653500,3520,29552696910,11219,27008900
222159,6888,6719000000,42978125,2660,923000,645,372496000,588000,903,42420000,1057500,4439,29283111799,13348000,5932,38340005495,21467,58894625
228420,10747,8339050000,56740050,3815,1407000,615,342626000,667500,1231,53730000,1473000,4701,25917958930,14037500,6119,33831531053,27228,74325050
219883,6754,5750750000,35888700,2419,731500,414,291355000,345000,482,25590000,534000,3810,29791040552,11049500,5350,39314432270,19229,48548700
384576,7753,8087700000,54714925,2598,997000,801,681949000,838500,504,29900000,598500,5020,36284599510,15232000,6218,46982342250,22894,72380925
222081,6614,6842700000,45673900,2461,889500,744,474736000,757500,425,22190000,505500,4397,30216844598,13355000,5792,39918449346,20433,61181400
222227,3170,2355550000,13567020,1372,320500,200,162269000,186000,293,14440000,303000,1828,12949689892,5446500,2961,17913551152,9824,19823020
203007,3698,3319600000,18281375,1329,359500,326,285653000,289500,286,13310000,331500,2400,17577349825,6682000,3426,21378809176,11465,25943875
222223,2247,1687580000,7859780,1044,223000,162,108988000,147000,190,7610000,171000,1945,18445286032,5561500,3057,26292981524,8645,13962280
272675,5761,4889700000,32203100,2560,866500,588,422987000,610500,588,30560000,682500,3703,23904304183,11094000,4891,30879849220,18091,45456600
272676,6765,5314850000,35676200,2269,809000,364,228570000,385500,529,25840000,639000,3365,21288158580,10148000,4651,30469578662,17943,47657700
216624,8811,5323600000,32366300,2633,781500,379,233303000,346500,960,40930000,1150500,3235,22000819643,9721000,4966,29685723670,20984,44365800
221728,5589,6835750000,40547125,2131,709500,389,749080000,322500,430,24760000,466500,4788,38907272615,14010500,5868,53946045865,19195,56056125
220142,3139,3243550000,16479375,1400,323000,381,339257000,306000,195,13660000,187500,2655,21907906310,7775500,3880,27652357357,11650,25071375
218351,6110,5598990000,35807525,2287,772500,316,341153000,325500,614,31520000,735000,3786,28519718170,11320000,5008,40538266376,18121,48960525
208272,3262,2888600000,14326325,1362,315500,259,162639000,220500,249,11820000,261000,2135,17749819872,6113000,3126,24481958432,10393,21236325
384975,5908,5562100000,37182400,2221,759500,780,460887000,867000,506,30390000,618000,3234,21741953662,9794000,4282,28454844090,16931,49220900
221583,4088,4036850000,27233150,1921,652000,558,322971000,592500,450,23990000,526500,2883,18619887208,8878500,3842,26186862923,13742,37882650
217773,4339,3353250000,20731500,1429,479500,213,183054000,222000,467,17200000,552000,2935,24345823255,8630500,4108,29794959331,13491,30615500
207984,1706,1781850000,9719325,835,185000,117,65730000,117000,129,6800000,135000,1410,15305598311,4116500,2059,22474331754,6256,14272825
221690,7433,7554250000,50267725,2407,841000,424,548052000,441000,600,33720000,664500,4669,33170745262,13869500,5983,41315002544,21516,66083725
386176,3462,3063550000,20992025,1710,655500,154,233059000,141000,305,13070000,361500,2831,22121150924,8569500,3522,26984407515,11984,30719525
386175,4485,3611350000,25202925,1550,611000,177,129751000,189000,472,23440000,591000,2288,14452924173,6931000,2877,18340949819,11849,33524925
222085,6873,7350100000,49688025,2476,876500,516,688407000,504000,543,28780000,613500,4442,30244326951,13288500,5713,37163226777,20563,64970525
384495,5708,6048200000,41489350,2311,830500,399,373032000,396000,512,26200000,597000,3945,26022854738,11914000,5204,34376084037,18079,55226850
221584,5983,6164750000,37557675,2674,845500,463,392444000,400500,591,34230000,634500,4528,32833749013,13520500,6147,42932032661,20386,52958675
222425,6225,6001550000,35577175,2519,711500,495,331287000,469500,538,27250000,531000,4588,36791055440,13612000,6673,50068037988,21038,50901175
217538,6645,7583500000,47211975,2424,856000,452,1219787000,426000,578,33260000,657000,5112,40281653403,15238000,6375,51612230315,21586,64388975
215087,6678,5677680000,34556495,2529,782500,334,192065000,295500,944,38410000,1045500,3972,30045070793,11815000,5690,41514896215,20147,48494995
221508,6001,6322200000,40090675,2340,813000,406,374909000,360000,476,23110000,540000,4498,30897914540,13319500,5629,39695674870,19350,55123175
226535,6758,6723650000,43508100,2996,1094500,680,464003000,723000,726,34250000,877500,4706,30773929534,14267500,5982,39181147497,21848,60470600
226536,6918,6579200000,42992575,2933,1083500,673,437525000,787500,746,34580000,900000,4526,29469525961,13657500,5847,39815277744,21643,59421075
222138,5690,5853600000,39518200,2553,938500,327,197870000,372000,604,33610000,681000,4508,31807380219,13587500,5724,41445933317,19406,55097200
384954,4525,4658150000,31599175,2050,721000,405,270410000,457500,502,28970000,547500,3676,26598782701,11080000,4774,34288251833,15932,44405175
221580,5420,5131350000,30510325,1893,520000,305,236926000,276000,275,13080000,304500,3332,27233671584,9868500,4504,35252996714,15729,41479325
221732,8569,7346600000,42961125,3386,977000,686,391759000,651000,886,39260000,937500,4621,30949187047,13719000,6782,39544711323,24930,59245625
222234,5456,4288400000,8300675,2018,429500,449,247009000,132000,783,29630000,447000,1851,10078670972,4959000,3724,12562721075,14281,14268175
222229,5494,4327500000,8298550,2060,418000,395,211412000,129000,767,28580000,457500,1850,10341532317,5020000,3700,13564792719,14266,14323050
227309,5585,5576250000,39148875,2069,772000,285,409049000,304500,433,24290000,490500,3268,21969976488,9985000,4246,29016438572,15886,50700875
263014,4186,4469550000,29663300,1963,739500,364,1033521000,388500,344,20470000,403500,3562,25924430077,10876500,4417,32247745575,14836,42071300
227310,4192,4492100000,30479725,1813,689500,376,277000000,415500,414,25310000,490500,3203,23555451062,9759000,3953,29521607906,13951,41834225
220641,4253,3281340000,19855575,1759,456500,369,457237000,405000,474,22160000,537000,2302,17398290476,6940000,3729,24189049415,12886,28194075
216650,5101,4977200000,30363700,1725,564000,469,432559000,427500,416,24080000,490500,3513,26000833930,10422000,4721,34000927162,15945,42267700
219882,3830,3540630000,19827525,1211,300000,224,167019000,172500,280,15180000,315000,2013,14264768596,5651500,2936,18032259231,10494,26266525
222079,2900,3043320000,14940535,1197,247500,312,285664000,247500,154,8640000,135000,1949,15110254883,5689000,2778,18864098720,9290,21259535
224784,4000,5255750000,30528175,1479,468500,355,587013000,306000,363,19650000,331500,3279,28136272948,9601000,4093,36612705446,13569,41235175
216627,6447,6545630000,42202415,2146,687500,366,369550000,336000,483,28480000,526500,3784,29896612405,11327000,4916,36847237858,18142,55079415
222080,3617,3372500000,20863675,1155,379000,152,244615000,154500,330,16090000,369000,1880,15145609797,5680000,2463,19801527187,9597,27446175
385525,3107,3184200000,19420800,1044,338000,241,401684000,237000,294,15450000,330000,1663,12214754473,4915500,2212,16112265162,8561,25241300
218193,2228,1943400000,10959900,883,243000,164,148825000,82500,271,14230000,303000,1257,10033663727,3788500,1855,13098545023,6658,15376900
218309,3902,3563500000,19020025,1514,361000,275,199273000,220500,286,15390000,300000,2265,16856483568,6779000,3341,24592820588,11583,26680525
211321,5489,7133900000,42217800,2111,675000,572,822925000,459000,407,23270000,433500,4682,35854200759,13900000,5749,46392781987,19010,57685300
216623,4096,3615550000,22051550,1387,416500,305,242460000,229500,370,19270000,370500,2644,18500404474,7774500,3433,24841589598,12235,30842550
217732,6246,6237280000,35265735,2643,711500,984,530605000,946500,506,25470000,507000,3679,28143166488,10780500,5424,37617232671,19482,48211235
203005,8745,9124950000,58568825,2951,1052500,602,451456000,624000,818,41960000,933000,6625,44250945468,19928000,8335,59125572396,28076,81106325
218352,6743,6823200000,45840500,2322,814500,393,310957000,430500,421,26530000,496500,3625,25594041746,10851500,4608,31926625772,18112,58433500
386242,4091,4325050000,27916975,1549,535000,251,142626000,258000,221,10410000,267000,2598,19010757800,7862500,3354,23534675740,12064,36839475
225569,4177,3783500000,25211425,1836,670500,325,201960000,334500,331,19390000,373500,3092,21817119103,9414000,3842,26704604734,13603,36003925
203004,4083,3917450000,25296850,1773,605500,418,374409000,433500,481,27450000,511500,2974,22610563077,8720500,3740,27702545582,13469,35567850
214408,2283,2382770000,13636975,905,215500,236,325979000,186000,176,11270000,159000,1997,18146012687,5782500,2822,22950970345,8419,19979975
213835,2489,2861050000,15175475,1015,293000,303,146863000,201000,313,18570000,235500,1921,15838670182,5551000,2411,19740780996,8452,21455975
213838,5744,6612300000,41512725,2122,743500,402,443723000,424500,458,27180000,544500,4141,32611556259,12501000,5244,43804745096,18111,55726225
384083,5797,6364750000,40920700,2064,721500,276,248859000,282000,480,29320000,571500,4146,31986229227,12385500,5094,40953768345,17857,54881200
213955,5275,6228350000,32546925,1997,622500,593,657555000,472500,513,26240000,595500,4569,38819676285,13212500,5903,48253763688,18850,47449925
219559,4152,4348550000,23978925,1912,472500,561,309571000,487500,343,17670000,405000,3069,24402680935,9088500,4373,32354460301,14410,34432425
221727,6134,6826150000,41459175,2032,649000,477,366735000,471000,481,28760000,541500,4283,33228081165,12735500,5413,43126406194,18820,55856175
221579,6584,6484550000,40692900,2336,728500,499,667072000,510000,437,24990000,478500,3549,26314419369,10807500,4830,33241417168,18235,53217400
219557,3625,3658650000,21480775,1686,535500,273,278168000,252000,351,19340000,406500,3028,24957201417,8931000,4017,33699863036,12980,31605775
385326,2395,2516950000,14449575,1315,378000,319,422010000,300000,222,9320000,219000,2271,18854924916,6631000,3117,23612239478,9639,21977575
222137,5128,5071200000,33481500,2166,749500,439,560023000,487500,479,27030000,535500,3642,28801586004,11065500,4768,37499707694,16622,46319500
386264,4130,4050500000,25552275,1771,585500,384,318185000,445500,421,24220000,448500,2966,24113909766,8947500,3959,33865821763,13631,35979275
220371,1235,1113490000,5461250,683,131000,146,238875000,97500,132,6640000,144000,975,9137127994,2944500,1625,10952551444,4796,8778250
258391,4918,5541150000,36516850,2086,754500,626,476398000,712500,491,26790000,615000,3472,22735479013,10496500,4453,29460381140,16046,49095350
384379,4748,5190000000,34986850,1865,695000,332,180360000,367500,524,28010000,642000,3055,20322159030,9340000,3918,26223666130,14442,46031350
221582,10956,9968350000,60601175,3780,1219000,750,332735000,777000,1384,58180000,1428000,4964,33548474293,14459000,6949,46866586650,28783,78484175
266525,3074,3157050000,12499250,1539,286000,411,362155000,291000,267,15990000,223500,2511,20624904486,6932000,3610,24582468022,11412,20231750
228622,6404,5432300000,35408450,2039,694500,347,207691000,336000,569,26580000,601500,4233,28516121356,12693000,5289,34351211297,18881,49733450
263247,3732,4533050000,25804725,1864,570000,209,98169000,163500,306,17820000,339000,2536,21911362303,7458500,3276,31019805365,11923,34335725
266538,11781,12274200000,85277525,3990,1484000,693,623503000,763500,957,51570000,1144500,8512,56561342457,25771500,10670,71457769940,36603,114441025
267683,5328,5889250000,37930825,2011,685500,399,388565000,375000,359,20010000,399000,4144,32218831843,12291000,5177,39537496938,17418,51681325
269020,6467,6081950000,40694175,1669,604000,194,118924000,210000,536,21090000,583500,3414,26537830163,10329500,4613,34085624363,16893,52421175
266524,4680,5409050000,32857175,1812,548500,554,635959000,451500,370,22400000,360000,3506,30337398098,10256000,4482,38837159245,15404,44473175
266927,2271,2729000000,13649725,1071,273000,251,416418000,162000,282,15790000,282000,2031,19675982229,5713500,2893,25990006604,8799,20080225
279233,3413,4293950000,25435400,1499,479500,303,358777000,291000,257,18750000,276000,2875,24010702895,8477500,3737,30818287206,12084,34959400
385215,3383,4209400000,25789255,1382,471000,330,647852000,268500,240,16420000,291000,2783,24062735599,8241500,3502,30845154335,11620,35061255
278867,2975,2933500000,19127975,1156,399500,293,215986000,280500,298,15120000,328500,1998,14793389816,5962000,2492,19815791982,9212,26098475
271500,7801,7654900000,47575350,2995,933000,633,488980000,669000,754,37440000,849000,5174,37449792845,15351000,7031,47958515888,24388,65377350
386198,4786,4583600000,29293975,2124,721000,475,289644000,490500,467,25210000,543000,3489,24742225158,10465500,4615,32173275619,15956,41513975
272707,5043,4613250000,30725800,1963,700500,309,210391000,312000,337,16620000,402000,2891,20946144574,8781000,3844,27191994517,14387,40921300
276946,4428,5242650000,32304675,1676,586500,444,663692000,459000,499,22110000,528000,3591,29646809557,10613500,4404,39619268384,15042,44491675
279241,3935,4543330000,27311010,1308,433000,328,321006000,258000,252,15290000,253500,2840,25974595551,8352500,3643,31729708909,12306,36608010
278974,5617,6165350000,40603650,1718,618500,646,473352000,699000,374,20460000,450000,3265,24074623210,9736000,4176,30584072361,15796,52107150
385340,4560,4733450000,30755550,1444,509000,512,321411000,537000,358,17920000,448500,2645,21472785147,7926000,3321,25640129305,12840,40176050
278813,2034,2277940000,11732550,991,245500,237,505422000,205500,200,12160000,156000,1700,13871167866,5074500,2386,18372268287,7548,17414050
